Category: Health
TOP
24h,100
Pharmaceutical drug,65
Dog,56
Disease,53
Pain,43
Football,39
Film,38
Ball,36
Vietnamese language,29
Woman,28
Vietnamese people,28
Blood,28
Human,27
Female,26
Storm,26
Eating,25
Drinking,24
Vietnam,24
Eye,22
Pregnancy,21
Coronavirus,21
Hemorrhoids,21
2020,21
Milk,20
Biology,20

RISING
Coronavirus disease 2019,Breakout
Coronavirus,Breakout
Love Is Sweet,Breakout
Skate Into Love,Breakout
2021,+800%
Hero,+600%
2020,+600%
Ho Chi Minh,+300%
Patient,+250%
Virus,+200%
Voice-over,+160%
Calcium hydroxide,+70%
Gas,+60%
Chemical substance,+60%
Husband,+50%
Drawing,+50%
Leaf,+50%
Literature,+50%
Laughter,+50%
Solution,+40%
Iron,+40%

